36.40054945	74.0546041
35.44009029	73.61045967
34.4818793	73.14160123
33.52610923	72.64597536
32.57299495	72.1213034
31.6227766	71.56505118
30.6757233	70.97439396
29.73213749	70.34617594
28.7923601	69.67686317
27.85677655	68.96248897
26.92582404	68.19859051
26	67.38013505
25.07987241	66.50143432
24.16609195	65.55604522
23.2594067	64.53665494
22.36067977	63.43494882
21.47091055	62.2414594
20.59126028	60.9453959
19.72308292	59.53445508
18.86796226	57.99461679
18.02775638	56.30993247
17.20465053	54.46232221
16.40121947	52.43140797
15.62049935	50.19442891
14.86606875	47.72631099
14.14213562	45
13.45362405	41.9872125
12.80624847	38.65980825
12.20655562	34.9920202
11.66190379	30.96375653
11.18033989	26.56505118
10.77032961	21.80140949
10.44030651	16.69924423
10.19803903	11.30993247
10.04987562	5.710593137
10	0
10.04987562	-5.710593137
10.19803903	-11.30993247
10.44030651	-16.69924423
10.77032961	-21.80140949
11.18033989	-26.56505118
11.66190379	-30.96375653
12.20655562	-34.9920202
12.80624847	-38.65980825
13.45362405	-41.9872125
14.14213562	-45
14.86606875	-47.72631099
15.62049935	-50.19442891
16.40121947	-52.43140797
17.20465053	-54.46232221
18.02775638	-56.30993247
18.86796226	-57.99461679
19.72308292	-59.53445508
20.59126028	-60.9453959
21.47091055	-62.2414594
22.36067977	-63.43494882
23.2594067	-64.53665494
24.16609195	-65.55604522
25.07987241	-66.50143432
26	-67.38013505
26.92582404	-68.19859051
27.85677655	-68.96248897
28.7923601	-69.67686317
29.73213749	-70.34617594
30.6757233	-70.97439396
31.6227766	-71.56505118
32.57299495	-72.1213034
33.52610923	-72.64597536
34.4818793	-73.14160123
35.44009029	-73.61045967
36.40054945	-74.0546041
